State,District,Crop,Season,Soil_Type,Rainfall_mm,Temperature_C,Humidity_pct,Area_hectares,Fertilizer_kg_per_hectare,Pesticide_kg_per_hectare,Price_per_quintal
Tamil Nadu,Thanjavur,Sugarcane,Zaid,Desert (Arid),232.0,34.7,35.5,10.78,85.3,0.85,348.08
Tamil Nadu,Salem,Chana (Gram),Zaid,Alluvial,106.9,35.3,47.9,23.72,50.0,14.99,7306.76
West Bengal,Birbhum,Potato,Whole Year,Clay,569.0,28.2,70.0,29.93,262.8,3.23,484.76
Gujarat,Ahmedabad,Sugarcane,Rabi,Laterite,320.2,21.1,70.5,10.32,97.0,7.75,346.31
Punjab,Jalandhar,Soybean,Kharif,Laterite,720.7,26.5,75.2,15.37,100.5,14.09,3548.77
Bihar,Gaya,Mustard,Whole Year,Laterite,716.3,23.8,60.3,49.2,298.9,14.27,5080.1
Punjab,Amritsar,Bajra,Kharif,Sandy Loam,476.2,30.5,64.6,41.08,157.2,8.78,2923.82
Telangana,Nizamabad,Sugarcane,Whole Year,Mountain,561.7,28.8,69.7,31.96,220.3,20.64,277.82
Madhya Pradesh,Ujjain,Cotton,Rabi,Laterite,283.7,19.8,50.6,36.59,293.9,12.03,7786.34
West Bengal,Hooghly,Onion,Kharif,Red,1282.1,28.7,75.0,34.67,93.9,11.44,901.52
Tamil Nadu,Tirunelveli,Jowar,Rabi,Black (Regur),339.2,17.8,53.4,0.68,135.6,7.39,3497.51
Uttar Pradesh,Allahabad,Tur (Arhar),Zaid,Black (Regur),221.2,29.9,31.1,17.66,51.7,11.3,7617.13
Madhya Pradesh,Bhopal,Mustard,Whole Year,Desert (Arid),468.3,29.3,84.0,36.7,31.8,3.64,4877.27
Karnataka,Mysore,Maize,Zaid,Desert (Arid),194.7,33.2,52.5,29.55,194.1,7.51,2720.26
Bihar,Muzaffarpur,Tomato,Kharif,Alluvial,1437.8,31.7,63.0,21.48,57.2,11.39,1525.69
Uttar Pradesh,Varanasi,Chana (Gram),Rabi,Red,227.0,21.8,61.3,33.6,21.4,2.28,6132.43
Punjab,Ludhiana,Onion,Rabi,Alluvial,228.1,25.1,62.1,35.82,248.5,8.6,737.62
Madhya Pradesh,Bhopal,Sugarcane,Rabi,Alluvial,312.4,20.2,41.6,13.29,251.8,22.89,300.15
Uttar Pradesh,Agra,Mustard,Rabi,Laterite,292.5,19.5,47.6,28.83,204.6,8.3,5560.55
Tamil Nadu,Madurai,Cotton,Rabi,Sandy Loam,273.9,15.3,51.0,31.7,186.7,16.17,5671.32
West Bengal,Birbhum,Bajra,Kharif,Mountain,674.4,36.5,89.4,11.8,198.2,16.22,2463.32
Tamil Nadu,Tirunelveli,Chana (Gram),Kharif,Black (Regur),1068.0,27.3,70.7,45.19,135.8,16.24,4356.15
Punjab,Patiala,Chana (Gram),Zaid,Clay,50.7,32.4,42.2,42.98,138.9,22.43,6174.05
Punjab,Amritsar,Maize,Rabi,Alluvial,277.4,21.5,56.9,25.85,195.9,0.75,2046.21
Bihar,Patna,Soybean,Whole Year,Laterite,809.7,24.4,72.7,15.16,93.8,2.46,4713.03
Rajasthan,Udaipur,Mustard,Kharif,Black (Regur),640.7,31.9,69.3,32.98,282.1,2.41,3837.1
Maharashtra,Kolhapur,Tomato,Kharif,Red,687.8,26.3,73.0,30.21,193.2,17.23,780.71
Punjab,Patiala,Wheat,Kharif,Laterite,1039.3,31.5,72.0,19.65,290.9,15.95,1572.99
Telangana,Nizamabad,Groundnut,Whole Year,Clay,731.7,25.1,60.8,46.25,67.8,1.98,4844.26
Bihar,Gaya,Maize,Kharif,Red,782.1,29.2,74.2,43.45,202.0,23.47,1953.06
Gujarat,Junagadh,Cotton,Rabi,Laterite,399.7,19.4,63.5,16.53,95.3,24.91,7854.27
Punjab,Patiala,Onion,Kharif,Mountain,996.9,27.7,64.9,35.99,221.1,16.08,2026.45
Karnataka,Belgaum,Jowar,Zaid,Mountain,174.0,35.2,24.9,45.16,96.9,1.87,4999.24
West Bengal,Birbhum,Mustard,Whole Year,Clay,233.2,34.1,58.2,11.09,277.9,14.39,4712.75
Andhra Pradesh,Guntur,Cotton,Zaid,Clay,139.3,43.3,46.9,32.03,59.9,16.26,7058.47
Bihar,Patna,Cotton,Zaid,Alluvial,188.0,35.0,42.7,15.8,201.3,7.58,8518.38
Maharashtra,Nagpur,Tomato,Zaid,Laterite,193.6,35.6,65.3,33.81,167.6,1.97,1831.61
West Bengal,Hooghly,Sugarcane,Whole Year,Desert (Arid),365.0,33.0,63.2,49.57,193.3,5.62,258.81
Rajasthan,Jodhpur,Cotton,Whole Year,Mountain,400.4,23.4,43.5,41.08,30.1,23.26,6128.02
Tamil Nadu,Tirunelveli,Onion,Rabi,Desert (Arid),101.4,17.1,35.8,2.28,193.9,15.64,3623.03
Tamil Nadu,Madurai,Wheat,Kharif,Black (Regur),1615.5,28.1,76.9,36.16,294.9,11.18,1873.51
Telangana,Nizamabad,Tur (Arhar),Whole Year,Alluvial,597.2,,67.8,17.19,33.6,16.5,6136.34
Bihar,Darbhanga,Cotton,Zaid,Alluvial,166.0,32.5,36.2,49.65,222.2,23.84,6747.8
Uttar Pradesh,Meerut,Tur (Arhar),Kharif,Black (Regur),1318.9,27.7,70.7,48.72,287.6,6.0,4539.52
Gujarat,Rajkot,Wheat,Whole Year,Clay,802.6,27.5,59.9,45.31,232.1,4.54,1670.32
Gujarat,Ahmedabad,Soybean,Whole Year,Black (Regur),418.2,24.9,70.2,26.15,212.1,13.17,3904.84
Uttar Pradesh,Varanasi,Jowar,Rabi,Black (Regur),396.2,20.4,48.7,3.02,206.7,5.51,2945.77
Punjab,Amritsar,Tur (Arhar),Kharif,Black (Regur),1208.9,28.6,75.7,37.17,298.8,1.5,5175.77
Andhra Pradesh,East Godavari,Sugarcane,Whole Year,Black (Regur),265.5,20.7,63.4,22.31,260.8,9.39,267.98
Andhra Pradesh,East Godavari,Soybean,Rabi,Mountain,172.9,21.2,52.8,30.79,266.5,21.44,5420.71
Karnataka,Dharwad,Wheat,Kharif,Sandy Loam,692.7,30.7,75.1,14.37,69.5,12.83,2288.79
Rajasthan,Jodhpur,Groundnut,Whole Year,Red,772.4,30.6,70.9,7.71,113.1,22.04,4532.52
Gujarat,Vadodara,Tur (Arhar),Whole Year,Sandy Loam,477.1,27.3,60.6,7.48,195.9,7.67,4533.68
Telangana,Nizamabad,Rice,Zaid,Sandy Loam,139.8,35.1,22.2,48.79,206.9,24.61,1955.96
Rajasthan,Udaipur,Bajra,Zaid,Laterite,181.3,31.1,44.7,34.02,145.9,1.54,2938.94
Uttar Pradesh,Meerut,Maize,Whole Year,Sandy Loam,714.2,27.3,50.1,11.91,201.1,1.53,1910.4
Andhra Pradesh,Krishna,Wheat,Whole Year,Red,520.6,25.0,51.5,48.49,66.0,10.42,2456.45
Punjab,Ludhiana,Rice,Kharif,Black (Regur),820.6,34.8,77.0,2.99,257.2,7.6,1887.61
Karnataka,Dharwad,Tur (Arhar),Whole Year,Red,743.5,30.5,76.0,28.52,153.1,17.34,5442.38
Rajasthan,Udaipur,Soybean,Whole Year,Laterite,647.7,26.5,60.1,34.42,125.3,9.66,3926.26
Uttar Pradesh,Agra,Mustard,Whole Year,Black (Regur),503.9,22.7,56.4,37.93,285.4,6.35,3387.7
Rajasthan,Ajmer,Tur (Arhar),Zaid,Clay,170.0,37.3,36.7,13.19,229.7,6.0,8818.53
Bihar,Gaya,Jowar,Kharif,Clay,593.0,31.2,62.8,40.97,39.2,18.54,2787.56
Punjab,Amritsar,Mustard,Kharif,Laterite,690.0,29.2,78.8,43.14,256.8,18.32,3999.93
Maharashtra,Ahmednagar,Soybean,Rabi,Laterite,89.0,21.2,55.2,21.01,231.9,12.77,3980.96
Andhra Pradesh,East Godavari,Soybean,Zaid,Mountain,110.3,37.2,40.7,48.15,204.8,10.73,5872.47
Tamil Nadu,Coimbatore,Soybean,Zaid,Red,236.5,36.3,20.6,37.61,266.8,22.56,4648.08
Telangana,Nalgonda,Tur (Arhar),Kharif,Laterite,1256.1,28.9,68.5,17.33,211.5,16.69,5443.4
Andhra Pradesh,Guntur,Soybean,Zaid,Sandy Loam,129.7,33.3,30.6,15.31,59.4,22.84,6441.29
Rajasthan,Jaipur,Jowar,Zaid,Black (Regur),108.8,37.5,66.2,32.12,276.1,17.41,4214.94
West Bengal,Birbhum,Tur (Arhar),Zaid,Red,150.4,32.5,35.9,47.19,31.1,19.47,10151.91
West Bengal,Murshidabad,Chana (Gram),Rabi,Clay,191.7,18.4,66.0,15.18,133.8,3.32,5208.45
Gujarat,Vadodara,Tomato,Rabi,Red,165.0,19.4,54.4,43.22,167.3,20.31,2204.37
Bihar,Bhagalpur,Rice,Kharif,Black (Regur),1154.1,32.5,60.4,27.09,37.6,10.89,1742.45
Madhya Pradesh,Indore,Soybean,Kharif,Desert (Arid),386.1,29.8,77.6,22.52,75.6,23.36,4698.71
West Bengal,Birbhum,Tur (Arhar),Kharif,Sandy Loam,698.1,30.9,67.8,4.27,237.1,2.37,5096.48
Karnataka,Dharwad,Cotton,Whole Year,Black (Regur),631.0,30.7,52.6,16.66,71.5,3.23,5637.11
Telangana,Medak,Rice,Rabi,Mountain,275.4,20.4,35.4,17.04,253.4,20.04,2863.76
Punjab,Amritsar,Groundnut,Kharif,Mountain,413.2,32.4,76.2,12.94,103.9,23.22,6850.89
Andhra Pradesh,West Godavari,Mustard,Whole Year,Sandy Loam,818.2,26.5,54.9,35.83,186.2,5.63,3039.31
Rajasthan,Jodhpur,Bajra,Rabi,Desert (Arid),370.9,19.4,52.1,46.82,137.2,22.28,2467.35
Maharashtra,Kolhapur,Potato,Zaid,Clay,80.4,33.3,42.2,22.65,274.5,20.57,1878.38
Gujarat,Ahmedabad,Groundnut,Kharif,Mountain,1063.3,27.8,68.5,12.96,50.5,15.91,4822.49
Maharashtra,Kolhapur,Soybean,Whole Year,Clay,473.8,24.9,68.2,44.56,88.7,21.56,4517.62
Telangana,Warangal,Soybean,Whole Year,Clay,331.2,22.7,56.4,17.65,35.5,2.08,5300.36
Uttar Pradesh,Meerut,Onion,Whole Year,Alluvial,428.8,30.3,73.2,16.43,273.7,5.03,901.83
Maharashtra,Ahmednagar,Sugarcane,Rabi,Mountain,235.2,21.8,45.6,6.79,81.6,11.77,430.75
Madhya Pradesh,Indore,Jowar,Whole Year,Laterite,343.2,28.2,70.3,31.17,224.9,3.81,3026.81
Rajasthan,Jaipur,Onion,Rabi,Red,213.0,21.9,66.4,27.21,250.3,3.96,2766.3
Punjab,Amritsar,Tomato,,Alluvial,123.3,35.3,20.0,27.08,89.0,15.36,1643.45
Rajasthan,Udaipur,Sugarcane,Zaid,Sandy Loam,114.1,39.5,44.5,19.92,23.9,3.12,411.12
Rajasthan,Jaipur,Onion,Kharif,Sandy Loam,1170.4,31.6,92.3,15.03,280.8,15.4,1113.15
Tamil Nadu,Salem,Potato,Whole Year,Black (Regur),399.6,29.1,67.3,31.06,30.3,7.79,1418.51
Gujarat,Ahmedabad,Mustard,Whole Year,Clay,475.9,24.3,65.3,38.22,125.7,1.05,4174.71
West Bengal,Hooghly,Mustard,Rabi,Clay,105.5,13.5,39.7,10.92,257.0,9.38,4184.72
Telangana,Nizamabad,Maize,Kharif,Mountain,1257.7,32.5,84.4,45.61,233.7,19.57,1782.99
Madhya Pradesh,Jabalpur,Groundnut,Kharif,Mountain,1623.6,27.5,66.3,36.22,82.6,23.87,6163.37
Rajasthan,Udaipur,Potato,Whole Year,Clay,758.7,27.2,60.9,37.33,287.1,16.52,747.44
Rajasthan,Jaipur,Potato,Rabi,Desert (Arid),221.6,22.5,51.9,47.3,293.0,5.56,865.12
West Bengal,Hooghly,Soybean,Kharif,Sandy Loam,1099.0,32.1,81.3,13.13,253.8,22.47,3347.06
Andhra Pradesh,Guntur,Sugarcane,Kharif,Alluvial,997.0,32.2,81.5,38.96,229.0,4.43,230.5
Bihar,Darbhanga,Rice,Whole Year,Desert (Arid),365.3,32.3,52.4,15.04,261.8,7.45,3033.73
Rajasthan,Ajmer,Onion,Kharif,Desert (Arid),879.3,28.5,61.7,10.61,154.1,19.88,1430.31
Uttar Pradesh,Lucknow,Jowar,Rabi,Red,323.8,22.4,64.6,19.76,110.3,11.47,3571.53
Karnataka,Belgaum,Soybean,Kharif,Alluvial,975.1,28.3,76.1,44.3,241.4,3.2,3484.19
Maharashtra,Nagpur,Tomato,Whole Year,Alluvial,198.4,29.1,61.7,26.02,163.5,14.28,612.58
Madhya Pradesh,Gwalior,Bajra,Rabi,Alluvial,326.4,15.9,63.4,41.52,171.1,24.77,2778.78
Bihar,Bhagalpur,Bajra,Rabi,Sandy Loam,340.8,18.8,62.7,24.86,41.7,12.24,2310.55
Uttar Pradesh,Meerut,Chana (Gram),Kharif,Clay,867.7,31.8,69.0,7.09,153.3,3.97,3584.89
Maharashtra,Ahmednagar,Jowar,Whole Year,Alluvial,587.7,27.1,62.2,2.13,140.8,9.44,2301.42
Uttar Pradesh,Allahabad,Jowar,Rabi,Desert (Arid),393.9,18.1,64.2,27.66,198.4,23.35,3763.36
West Bengal,Birbhum,Groundnut,Whole Year,Red,597.0,34.2,44.8,3.77,284.6,15.78,3638.73
Uttar Pradesh,Agra,Soybean,Rabi,Black (Regur),237.6,16.8,55.8,43.87,158.6,9.04,4970.16
Bihar,Muzaffarpur,Rice,Whole Year,Alluvial,322.5,29.9,64.1,48.7,228.9,23.73,2094.38
Madhya Pradesh,Bhopal,Tur (Arhar),Zaid,Black (Regur),198.4,32.1,53.6,5.71,63.6,13.47,8405.46
Tamil Nadu,Tirunelveli,Chana (Gram),Rabi,Alluvial,158.9,21.7,55.6,40.57,232.3,13.47,5563.63
West Bengal,Nadia,Onion,Zaid,Black (Regur),119.6,34.7,21.4,39.11,110.6,2.82,1963.78
Uttar Pradesh,Allahabad,Sugarcane,Kharif,Sandy Loam,657.6,30.8,69.3,42.43,297.5,24.13,245.73
Madhya Pradesh,Ujjain,Onion,Kharif,Desert (Arid),1220.6,31.2,84.2,33.6,276.0,16.28,1747.14
Punjab,Amritsar,Mustard,Whole Year,Clay,696.8,31.6,73.2,3.95,113.9,24.02,4858.06
Gujarat,Ahmedabad,Sugarcane,Rabi,Mountain,275.7,18.5,71.4,33.48,172.1,10.18,396.08
Gujarat,Junagadh,Tomato,Whole Year,Desert (Arid),434.5,28.7,65.8,30.69,203.8,21.06,2329.12
Punjab,Bathinda,Mustard,Rabi,Alluvial,141.5,15.2,71.5,34.6,237.4,2.42,5469.89
Uttar Pradesh,Varanasi,Sugarcane,Whole Year,Laterite,613.0,33.5,54.8,11.54,27.5,13.72,323.06
Telangana,Karimnagar,Bajra,Whole Year,Clay,629.4,26.5,71.3,41.59,250.6,7.06,1937.71
Karnataka,Shimoga,Cotton,Rabi,Laterite,154.5,19.9,63.0,49.51,70.0,4.12,6264.59
Andhra Pradesh,West Godavari,Tomato,Whole Year,Sandy Loam,1091.7,31.1,63.1,49.14,30.9,15.71,1884.29
Punjab,Jalandhar,Sugarcane,Rabi,Alluvial,429.8,27.3,56.5,5.8,271.3,6.63,312.97
Andhra Pradesh,Guntur,Sugarcane,Kharif,Sandy Loam,675.8,31.8,55.2,4.36,93.4,20.13,313.6
West Bengal,Murshidabad,Chana (Gram),Zaid,Red,68.0,37.9,59.7,39.37,210.3,14.58,5664.57
Rajasthan,Jodhpur,Mustard,Rabi,Black (Regur),374.1,19.1,51.4,19.91,210.2,14.39,3757.28
Bihar,Bhagalpur,Tur (Arhar),Rabi,Black (Regur),316.3,15.6,82.3,25.42,109.0,2.09,7537.4
Rajasthan,Ajmer,Potato,Zaid,Alluvial,144.9,40.1,39.2,2.61,68.6,17.09,1216.83
Bihar,Bhagalpur,Tomato,Rabi,Clay,163.4,19.1,54.8,46.22,209.0,22.0,2133.34
Uttar Pradesh,Varanasi,Onion,Rabi,Clay,240.8,21.4,62.8,41.11,122.0,23.23,1404.37
West Bengal,Nadia,Wheat,Zaid,Mountain,132.7,34.3,53.7,39.86,173.9,22.39,2269.14
Andhra Pradesh,West Godavari,Groundnut,Rabi,Red,373.9,17.5,59.8,33.5,189.5,4.37,6852.05
Rajasthan,Udaipur,Bajra,Whole Year,Mountain,749.0,20.7,65.5,25.41,31.1,5.43,2573.86
Maharashtra,Pune,Potato,Kharif,Laterite,1049.6,34.6,73.7,13.86,76.6,0.84,886.93
Telangana,Nizamabad,Mustard,Zaid,Black (Regur),166.3,33.9,38.1,28.2,132.2,22.47,5153.03
Gujarat,Rajkot,Tomato,Whole Year,Mountain,442.3,25.5,67.6,33.29,110.5,12.28,2059.71
Andhra Pradesh,East Godavari,Sugarcane,Whole Year,Alluvial,688.0,20.8,63.6,42.87,157.8,15.66,227.05
Telangana,Karimnagar,Mustard,Zaid,Clay,108.4,33.5,40.8,37.42,86.0,1.84,5739.66
Telangana,Warangal,Rice,Whole Year,Mountain,413.2,25.8,62.1,23.51,241.9,10.13,1716.61
Madhya Pradesh,Jabalpur,Mustard,Zaid,Mountain,96.3,35.3,43.5,28.97,126.0,15.94,6239.58
Andhra Pradesh,West Godavari,Wheat,Rabi,Clay,282.8,18.7,48.3,44.32,247.2,23.72,2289.49
West Bengal,Murshidabad,Onion,Rabi,Mountain,228.0,15.4,60.1,29.53,285.9,19.36,2198.43
West Bengal,Hooghly,Wheat,Rabi,Alluvial,310.3,24.0,61.9,49.19,276.6,23.91,2595.64
West Bengal,Murshidabad,Rice,Rabi,Desert (Arid),179.2,24.9,68.5,26.14,101.3,13.35,3132.17
Gujarat,Junagadh,Groundnut,Zaid,Red,264.1,31.4,50.8,3.74,285.2,10.71,7541.31
Rajasthan,Jaipur,Maize,Zaid,Red,90.2,30.2,,39.77,299.2,18.74,2220.77
Uttar Pradesh,Lucknow,Chana (Gram),Whole Year,Black (Regur),663.8,31.4,55.7,25.42,51.9,5.8,4477.52
Telangana,Medak,Potato,Whole Year,Laterite,565.6,29.0,76.1,41.38,93.1,9.36,1367.62
West Bengal,Hooghly,Sugarcane,Kharif,Red,1158.6,33.5,65.9,47.13,175.1,18.98,262.24
Punjab,Bathinda,Mustard,Rabi,Alluvial,430.4,17.3,57.6,42.64,110.7,7.62,4935.6
Uttar Pradesh,Varanasi,Mustard,Kharif,Laterite,1014.9,30.2,98.0,37.62,175.4,20.05,3883.8
Andhra Pradesh,West Godavari,Potato,Zaid,Mountain,204.8,32.7,,30.47,230.2,5.33,1350.04
Telangana,Karimnagar,Maize,Rabi,Clay,240.7,20.1,42.3,39.02,145.4,13.72,2473.04
Maharashtra,Ahmednagar,Cotton,Zaid,,127.6,32.7,56.8,18.21,260.4,7.3,8087.16
Andhra Pradesh,West Godavari,Mustard,Whole Year,Desert (Arid),357.3,28.3,74.1,18.49,223.1,0.86,5499.37
Maharashtra,Pune,Wheat,Whole Year,Laterite,226.9,30.1,59.2,4.29,60.1,9.08,2441.57
West Bengal,Birbhum,Tur (Arhar),Rabi,Red,550.5,21.2,61.9,43.64,203.1,8.99,7115.76
Rajasthan,Ajmer,Onion,Whole Year,Alluvial,1059.4,25.0,69.0,36.63,180.2,2.74,2155.23
Punjab,Bathinda,Wheat,Whole Year,Laterite,748.6,32.3,55.7,10.19,67.6,18.02,2246.4
Rajasthan,Jodhpur,Chana (Gram),Kharif,Mountain,470.8,29.6,76.4,17.57,194.7,14.12,4475.83
Madhya Pradesh,Gwalior,Chana (Gram),Kharif,Alluvial,957.5,29.1,76.6,13.81,168.7,12.17,4111.16
Madhya Pradesh,Jabalpur,Wheat,Kharif,Red,1008.3,34.0,83.2,21.82,109.9,15.36,1771.88
West Bengal,Nadia,Wheat,Rabi,Sandy Loam,273.8,24.0,57.5,22.4,285.1,22.91,1859.27
West Bengal,Hooghly,Tur (Arhar),Zaid,Alluvial,236.5,41.4,41.0,26.0,293.2,21.53,7039.37
Andhra Pradesh,East Godavari,Potato,Rabi,Sandy Loam,256.7,23.6,55.6,12.51,79.4,9.9,892.37
Madhya Pradesh,Bhopal,Maize,Whole Year,Clay,689.5,27.0,80.1,27.05,141.1,20.86,1676.67
West Bengal,Hooghly,Maize,Rabi,Clay,183.6,20.6,45.3,1.39,248.2,14.81,2106.73
Karnataka,Dharwad,Groundnut,Whole Year,Desert (Arid),195.0,23.3,62.9,23.48,232.2,22.96,4766.09
Gujarat,Junagadh,Groundnut,Whole Year,Black (Regur),865.4,30.3,75.1,40.46,190.8,16.01,4646.09
Uttar Pradesh,Allahabad,Jowar,Zaid,Alluvial,124.7,27.5,45.3,35.07,216.3,2.11,2728.35
Tamil Nadu,Coimbatore,Bajra,Rabi,Mountain,170.9,17.5,52.6,11.91,241.9,19.17,2502.07
Karnataka,Raichur,Maize,Whole Year,Desert (Arid),843.5,22.7,54.7,25.92,94.7,1.29,1877.39
Andhra Pradesh,Guntur,Groundnut,Zaid,Laterite,192.5,35.7,40.9,26.25,123.6,12.71,6215.61
Andhra Pradesh,Guntur,Groundnut,Rabi,Clay,107.5,17.0,44.8,38.11,293.8,12.59,5507.09
Punjab,Jalandhar,Onion,Kharif,Laterite,661.2,30.2,80.5,28.07,53.5,1.87,1479.84
Uttar Pradesh,Agra,Groundnut,Kharif,Red,1316.7,34.0,69.3,24.93,142.9,20.06,4094.96
Tamil Nadu,Salem,Tomato,Whole Year,Clay,,29.3,85.8,16.19,130.7,21.14,1708.3
Rajasthan,Udaipur,Sugarcane,Rabi,Red,279.3,21.9,46.6,6.26,238.4,3.61,295.45
Bihar,Muzaffarpur,Potato,Kharif,Laterite,904.7,30.3,71.2,0.83,35.8,16.0,786.04
Maharashtra,Nashik,Tur (Arhar),Kharif,Red,1063.8,30.3,86.0,27.19,290.4,15.01,5223.97
Maharashtra,Nashik,Cotton,Whole Year,Sandy Loam,637.2,31.2,76.6,44.01,261.9,1.46,4301.31
West Bengal,Nadia,Maize,Whole Year,Sandy Loam,774.9,26.3,56.5,21.71,200.7,5.05,1736.07
West Bengal,Birbhum,Mustard,Kharif,Laterite,1312.0,33.4,75.5,37.26,46.3,24.48,4268.67
Punjab,Jalandhar,Jowar,,Red,560.7,29.9,56.7,42.57,76.2,22.04,2989.24
Karnataka,Shimoga,Potato,Rabi,Laterite,341.7,16.7,41.4,11.4,45.5,14.95,716.44
Maharashtra,Ahmednagar,Sugarcane,Zaid,Laterite,188.2,32.5,63.6,4.19,65.3,20.27,447.76
Telangana,Nalgonda,Soybean,Kharif,Red,991.7,29.0,74.7,21.56,297.1,14.1,2968.06
Uttar Pradesh,Meerut,Sugarcane,Whole Year,Alluvial,682.9,26.8,63.3,22.88,273.6,18.28,218.28
Telangana,Medak,Sugarcane,Kharif,Clay,573.5,25.6,63.1,36.17,253.9,4.69,219.94
Maharashtra,Nashik,Mustard,Kharif,Clay,85.1,29.0,67.9,15.98,265.2,1.89,4409.34
Andhra Pradesh,Kurnool,Rice,Rabi,Alluvial,281.4,20.1,71.9,25.8,291.1,10.5,2748.06
Tamil Nadu,Madurai,Maize,Whole Year,Clay,813.8,30.8,53.4,33.01,240.5,10.46,1575.65
Punjab,Ludhiana,Chana (Gram),Zaid,Red,148.2,35.4,39.5,29.07,44.3,20.28,7068.51
Telangana,Warangal,Jowar,Kharif,Mountain,922.9,25.8,61.6,41.92,158.2,3.86,2344.76
Maharashtra,Ahmednagar,Rice,Kharif,Clay,924.4,31.0,72.6,36.83,262.3,4.36,1743.16
Maharashtra,Pune,Onion,Zaid,Clay,102.5,36.8,39.5,46.51,253.5,18.23,1029.52
Uttar Pradesh,Varanasi,Onion,Kharif,Red,1389.4,32.2,52.2,46.25,53.1,5.37,2030.03
Rajasthan,Jodhpur,Maize,Zaid,Red,161.3,36.3,43.9,12.33,188.1,4.02,2836.73
Bihar,Darbhanga,Tur (Arhar),Rabi,Clay,372.3,16.4,75.0,13.27,91.4,15.11,7513.27
Uttar Pradesh,Allahabad,Onion,Kharif,Clay,840.7,31.9,62.9,46.04,275.6,4.61,1278.97
Punjab,Patiala,Mustard,Kharif,Red,1651.2,30.1,83.5,20.85,213.5,19.74,3699.58
Karnataka,Mysore,Jowar,Whole Year,Sandy Loam,952.9,29.2,67.5,26.7,266.5,6.92,2592.77
Bihar,Patna,Cotton,Kharif,Sandy Loam,559.9,29.4,73.2,44.63,285.5,11.71,4990.42
Punjab,Bathinda,Sugarcane,Whole Year,Alluvial,688.0,29.1,63.7,49.86,89.8,16.22,267.54
Madhya Pradesh,Indore,Soybean,Rabi,Alluvial,162.9,17.1,72.4,2.47,223.0,8.12,4102.02
Telangana,Nalgonda,Bajra,Zaid,Alluvial,113.7,34.7,51.8,26.87,51.6,17.7,2800.15
Maharashtra,Nashik,Maize,Kharif,Black (Regur),619.7,32.3,74.7,33.69,193.2,5.83,1632.96
Gujarat,Vadodara,Wheat,Zaid,Sandy Loam,142.3,33.6,31.6,32.5,264.8,14.43,2576.21
Rajasthan,Ajmer,Cotton,Kharif,Laterite,1159.9,25.2,78.4,37.09,195.7,2.6,5565.1
Karnataka,Belgaum,Groundnut,Rabi,Laterite,383.4,19.5,72.9,4.13,262.0,13.7,5122.06
Uttar Pradesh,Varanasi,Mustard,Kharif,Red,1283.5,29.8,67.7,33.1,135.1,14.51,3892.81
Karnataka,Dharwad,Jowar,Rabi,Red,390.4,18.8,49.6,29.8,281.5,12.03,3046.65
West Bengal,Murshidabad,Maize,Rabi,Laterite,157.7,17.6,56.5,14.52,25.8,12.14,2668.84
Andhra Pradesh,Guntur,Potato,Whole Year,Desert (Arid),545.5,31.3,73.1,20.62,137.6,21.35,686.16
Bihar,Muzaffarpur,Chana (Gram),Rabi,Desert (Arid),450.4,18.1,43.7,15.34,65.4,3.52,6015.44
Andhra Pradesh,Krishna,Soybean,Zaid,Clay,171.3,38.6,36.0,4.84,156.5,21.25,6752.78
Uttar Pradesh,Allahabad,Mustard,Whole Year,Black (Regur),797.6,27.2,69.6,42.5,62.9,7.28,4960.73
Maharashtra,Nagpur,Rice,Whole Year,Black (Regur),816.7,27.4,66.8,30.42,69.1,5.16,1608.33
Madhya Pradesh,Indore,Soybean,Kharif,Laterite,1010.0,26.5,79.7,11.5,59.4,8.35,2729.28
Karnataka,Shimoga,Tur (Arhar),Rabi,Red,290.7,16.9,30.3,24.57,258.8,3.15,7305.16
West Bengal,Murshidabad,Mustard,Zaid,Black (Regur),74.7,33.4,52.8,25.1,248.3,21.56,4844.93
Uttar Pradesh,Varanasi,Onion,Rabi,Laterite,329.3,18.1,37.6,38.19,169.0,13.25,2974.83
Telangana,Warangal,Maize,Zaid,Clay,206.1,38.0,38.6,39.51,248.2,14.75,2505.32
Tamil Nadu,Madurai,Wheat,Rabi,Laterite,178.8,19.9,41.3,44.93,135.1,7.48,2250.67
Punjab,Amritsar,Tomato,Whole Year,Mountain,609.7,22.1,61.3,20.68,172.3,20.88,1901.5
West Bengal,Burdwan,Bajra,Kharif,Mountain,862.4,32.5,61.6,47.45,139.4,18.03,2705.47
Andhra Pradesh,East Godavari,Mustard,Whole Year,Clay,376.3,28.5,67.0,31.66,165.8,23.73,3758.31
West Bengal,Birbhum,Sugarcane,Whole Year,Clay,434.3,26.0,60.5,23.87,246.9,8.71,226.19
Uttar Pradesh,Agra,Groundnut,Zaid,Red,176.8,35.3,41.9,16.39,294.5,14.51,5505.15
Andhra Pradesh,East Godavari,Tomato,Kharif,Clay,885.7,26.1,98.0,22.93,228.9,11.21,1297.69
Andhra Pradesh,Guntur,Onion,Whole Year,Clay,549.8,23.3,63.1,11.02,148.2,20.86,1530.75
Punjab,Bathinda,Sugarcane,Rabi,Desert (Arid),158.0,16.6,49.6,41.8,218.9,4.05,401.98
Telangana,Nizamabad,Maize,Rabi,Black (Regur),471.1,18.2,36.4,37.33,52.5,12.7,2571.46
