State,District,Crop,Season,Soil_Type,Rainfall_mm,Temperature_C,Humidity_pct,Area_hectares,Fertilizer_kg_per_hectare,Pesticide_kg_per_hectare,Yield_ton_per_hectare
Telangana,Warangal,Soybean,Whole Year,Clay,331.2,22.7,56.4,17.65,35.5,2.08,0.4
Uttar Pradesh,Meerut,Onion,Whole Year,Alluvial,428.8,30.3,73.2,16.43,273.7,5.03,12.82
Maharashtra,Ahmednagar,Sugarcane,Rabi,Mountain,235.2,21.8,45.6,6.79,81.6,11.77,20.5
Madhya Pradesh,Indore,Jowar,Whole Year,Laterite,343.2,28.2,70.3,31.17,224.9,3.81,0.98
Rajasthan,Jaipur,Onion,Rabi,Red,213.0,21.9,66.4,27.21,250.3,3.96,12.93
Punjab,Amritsar,Tomato,,Alluvial,123.3,35.3,20.0,27.08,89.0,15.36,3.74
Rajasthan,Udaipur,Sugarcane,Zaid,Sandy Loam,114.1,39.5,44.5,19.92,23.9,3.12,18.22
Rajasthan,Jaipur,Onion,Kharif,Sandy Loam,1170.4,31.6,92.3,15.03,280.8,15.4,29.37
Tamil Nadu,Salem,Potato,Whole Year,Black (Regur),399.6,29.1,67.3,31.06,30.3,7.79,14.65
Gujarat,Ahmedabad,Mustard,Whole Year,Clay,475.9,24.3,65.3,38.22,125.7,1.05,0.99
West Bengal,Hooghly,Mustard,Rabi,Clay,105.5,13.5,39.7,10.92,257.0,9.38,0.83
Telangana,Nizamabad,Maize,Kharif,Mountain,1257.7,32.5,84.4,45.61,233.7,19.57,5.47
Madhya Pradesh,Jabalpur,Groundnut,Kharif,Mountain,1623.6,27.5,66.3,36.22,82.6,23.87,0.87
Rajasthan,Udaipur,Potato,Whole Year,Clay,758.7,27.2,60.9,37.33,287.1,16.52,37.94
Rajasthan,Jaipur,Potato,Rabi,Desert (Arid),221.6,22.5,51.9,47.3,293.0,5.56,13.23
West Bengal,Hooghly,Soybean,Kharif,Sandy Loam,1099.0,32.1,81.3,13.13,253.8,22.47,2.55
Andhra Pradesh,Guntur,Sugarcane,Kharif,Alluvial,997.0,32.2,81.5,38.96,229.0,4.43,129.41
Bihar,Darbhanga,Rice,Whole Year,Desert (Arid),365.3,32.3,52.4,15.04,261.8,7.45,1.47
Rajasthan,Ajmer,Onion,Kharif,Desert (Arid),879.3,28.5,61.7,10.61,154.1,19.88,19.03
Uttar Pradesh,Lucknow,Jowar,Rabi,Red,323.8,22.4,64.6,19.76,110.3,11.47,0.35
Karnataka,Belgaum,Soybean,Kharif,Alluvial,975.1,28.3,76.1,44.3,241.4,3.2,2.94
Maharashtra,Nagpur,Tomato,Whole Year,Alluvial,198.4,29.1,61.7,26.02,163.5,14.28,11.04
Madhya Pradesh,Gwalior,Bajra,Rabi,Alluvial,326.4,15.9,63.4,41.52,171.1,24.77,0.7
Bihar,Bhagalpur,Bajra,Rabi,Sandy Loam,340.8,18.8,62.7,24.86,41.7,12.24,0.43
Uttar Pradesh,Meerut,Chana (Gram),Kharif,Clay,867.7,31.8,69.0,7.09,153.3,3.97,0.91
Maharashtra,Ahmednagar,Jowar,Whole Year,Alluvial,587.7,27.1,62.2,2.13,140.8,9.44,1.09
Uttar Pradesh,Allahabad,Jowar,Rabi,Desert (Arid),393.9,18.1,64.2,27.66,198.4,23.35,0.28
West Bengal,Birbhum,Groundnut,Whole Year,Red,597.0,34.2,44.8,3.77,284.6,15.78,2.01
Uttar Pradesh,Agra,Soybean,Rabi,Black (Regur),237.6,16.8,55.8,43.87,158.6,9.04,0.78
Bihar,Muzaffarpur,Rice,Whole Year,Alluvial,322.5,29.9,64.1,48.7,228.9,23.73,2.68
Madhya Pradesh,Bhopal,Tur (Arhar),Zaid,Black (Regur),198.4,32.1,53.6,5.71,63.6,13.47,0.4
Tamil Nadu,Tirunelveli,Chana (Gram),Rabi,Alluvial,158.9,21.7,55.6,40.57,232.3,13.47,0.48
West Bengal,Nadia,Onion,Zaid,Black (Regur),119.6,34.7,21.4,39.11,110.6,2.82,6.21
Uttar Pradesh,Allahabad,Sugarcane,Kharif,Sandy Loam,657.6,30.8,69.3,42.43,297.5,24.13,66.16
Madhya Pradesh,Ujjain,Onion,Kharif,Desert (Arid),1220.6,31.2,84.2,33.6,276.0,16.28,22.23
Punjab,Amritsar,Mustard,Whole Year,Clay,696.8,31.6,73.2,3.95,113.9,24.02,0.81
Gujarat,Ahmedabad,Sugarcane,Rabi,Mountain,275.7,18.5,71.4,33.48,172.1,10.18,29.76
Gujarat,Junagadh,Tomato,Whole Year,Desert (Arid),434.5,28.7,65.8,30.69,203.8,21.06,13.4
Punjab,Bathinda,Mustard,Rabi,Alluvial,141.5,15.2,71.5,34.6,237.4,2.42,0.73
Uttar Pradesh,Varanasi,Sugarcane,Whole Year,Laterite,613.0,33.5,54.8,11.54,27.5,13.72,36.24
Telangana,Karimnagar,Bajra,Whole Year,Clay,629.4,26.5,71.3,41.59,250.6,7.06,1.66
Karnataka,Shimoga,Cotton,Rabi,Laterite,154.5,19.9,63.0,49.51,70.0,4.12,0.45
Andhra Pradesh,West Godavari,Tomato,Whole Year,Sandy Loam,1091.7,31.1,63.1,49.14,30.9,15.71,20.0
Punjab,Jalandhar,Sugarcane,Rabi,Alluvial,429.8,27.3,56.5,5.8,271.3,6.63,66.0
Andhra Pradesh,Guntur,Sugarcane,Kharif,Sandy Loam,675.8,31.8,55.2,4.36,93.4,20.13,52.99
West Bengal,Murshidabad,Chana (Gram),Zaid,Red,68.0,37.9,59.7,39.37,210.3,14.58,0.68
Rajasthan,Jodhpur,Mustard,Rabi,Black (Regur),374.1,19.1,51.4,19.91,210.2,14.39,1.11
Bihar,Bhagalpur,Tur (Arhar),Rabi,Black (Regur),316.3,15.6,82.3,25.42,109.0,2.09,0.4
Rajasthan,Ajmer,Potato,Zaid,Alluvial,144.9,40.1,39.2,2.61,68.6,17.09,8.52
Bihar,Bhagalpur,Tomato,Rabi,Clay,163.4,19.1,54.8,46.22,209.0,22.0,11.62
Uttar Pradesh,Varanasi,Onion,Rabi,Clay,240.8,21.4,62.8,41.11,122.0,23.23,5.71
West Bengal,Nadia,Wheat,Zaid,Mountain,132.7,34.3,53.7,39.86,173.9,22.39,1.87
Andhra Pradesh,West Godavari,Groundnut,Rabi,Red,373.9,17.5,59.8,33.5,189.5,4.37,0.73
Rajasthan,Udaipur,Bajra,Whole Year,Mountain,749.0,20.7,65.5,25.41,31.1,5.43,0.44
Maharashtra,Pune,Potato,Kharif,Laterite,1049.6,34.6,73.7,13.86,76.6,0.84,16.12
Telangana,Nizamabad,Mustard,Zaid,Black (Regur),166.3,33.9,38.1,28.2,132.2,22.47,0.7
Gujarat,Rajkot,Tomato,Whole Year,Mountain,442.3,25.5,67.6,33.29,110.5,12.28,6.52
Andhra Pradesh,East Godavari,Sugarcane,Whole Year,Alluvial,688.0,20.8,63.6,42.87,157.8,15.66,71.84
Telangana,Karimnagar,Mustard,Zaid,Clay,108.4,33.5,40.8,37.42,86.0,1.84,0.51
Telangana,Warangal,Rice,Whole Year,Mountain,413.2,25.8,62.1,23.51,241.9,10.13,2.19
Madhya Pradesh,Jabalpur,Mustard,Zaid,Mountain,96.3,35.3,43.5,28.97,126.0,15.94,0.46
Andhra Pradesh,West Godavari,Wheat,Rabi,Clay,282.8,18.7,48.3,44.32,247.2,23.72,2.22
West Bengal,Murshidabad,Onion,Rabi,Mountain,228.0,15.4,60.1,29.53,285.9,19.36,9.84
West Bengal,Hooghly,Wheat,Rabi,Alluvial,310.3,24.0,61.9,49.19,276.6,23.91,1.91
West Bengal,Murshidabad,Rice,Rabi,Desert (Arid),179.2,24.9,68.5,26.14,101.3,13.35,0.71
Gujarat,Junagadh,Groundnut,Zaid,Red,264.1,31.4,50.8,3.74,285.2,10.71,0.95
Rajasthan,Jaipur,Maize,Zaid,Red,90.2,30.2,,39.77,299.2,18.74,2.4
Uttar Pradesh,Lucknow,Chana (Gram),Whole Year,Black (Regur),663.8,31.4,55.7,25.42,51.9,5.8,0.85
Telangana,Medak,Potato,Whole Year,Laterite,565.6,29.0,76.1,41.38,93.1,9.36,15.89
West Bengal,Hooghly,Sugarcane,Kharif,Red,1158.6,33.5,65.9,47.13,175.1,18.98,104.34
Punjab,Bathinda,Mustard,Rabi,Alluvial,430.4,17.3,57.6,42.64,110.7,7.62,0.58
Uttar Pradesh,Varanasi,Mustard,Kharif,Laterite,1014.9,30.2,98.0,37.62,175.4,20.05,2.3
Andhra Pradesh,West Godavari,Potato,Zaid,Mountain,204.8,32.7,,30.47,230.2,5.33,10.87
Telangana,Karimnagar,Maize,Rabi,Clay,240.7,20.1,42.3,39.02,145.4,13.72,0.95
Maharashtra,Ahmednagar,Cotton,Zaid,,127.6,32.7,56.8,18.21,260.4,7.3,1.0
Andhra Pradesh,West Godavari,Mustard,Whole Year,Desert (Arid),357.3,28.3,74.1,18.49,223.1,0.86,0.54
Maharashtra,Pune,Wheat,Whole Year,Laterite,226.9,30.1,59.2,4.29,60.1,9.08,1.07
West Bengal,Birbhum,Tur (Arhar),Rabi,Red,550.5,21.2,61.9,43.64,203.1,8.99,0.69
Rajasthan,Ajmer,Onion,Whole Year,Alluvial,1059.4,25.0,69.0,36.63,180.2,2.74,44.43
Punjab,Bathinda,Wheat,Whole Year,Laterite,748.6,32.3,55.7,10.19,67.6,18.02,1.73
Rajasthan,Jodhpur,Chana (Gram),Kharif,Mountain,470.8,29.6,76.4,17.57,194.7,14.12,0.57
Madhya Pradesh,Gwalior,Chana (Gram),Kharif,Alluvial,957.5,29.1,76.6,13.81,168.7,12.17,2.49
Madhya Pradesh,Jabalpur,Wheat,Kharif,Red,1008.3,34.0,83.2,21.82,109.9,15.36,3.54
West Bengal,Nadia,Wheat,Rabi,Sandy Loam,273.8,24.0,57.5,22.4,285.1,22.91,2.5
West Bengal,Hooghly,Tur (Arhar),Zaid,Alluvial,236.5,41.4,41.0,26.0,293.2,21.53,0.38
Andhra Pradesh,East Godavari,Potato,Rabi,Sandy Loam,256.7,23.6,55.6,12.51,79.4,9.9,7.85
Madhya Pradesh,Bhopal,Maize,Whole Year,Clay,689.5,27.0,80.1,27.05,141.1,20.86,2.36
West Bengal,Hooghly,Maize,Rabi,Clay,183.6,20.6,45.3,1.39,248.2,14.81,1.22
Karnataka,Dharwad,Groundnut,Whole Year,Desert (Arid),195.0,23.3,62.9,23.48,232.2,22.96,1.09
Gujarat,Junagadh,Groundnut,Whole Year,Black (Regur),865.4,30.3,75.1,40.46,190.8,16.01,1.67
Uttar Pradesh,Allahabad,Jowar,Zaid,Alluvial,124.7,27.5,45.3,35.07,216.3,2.11,0.83
Tamil Nadu,Coimbatore,Bajra,Rabi,Mountain,170.9,17.5,52.6,11.91,241.9,19.17,0.47
Karnataka,Raichur,Maize,Whole Year,Desert (Arid),843.5,22.7,54.7,25.92,94.7,1.29,1.47
Andhra Pradesh,Guntur,Groundnut,Zaid,Laterite,192.5,35.7,40.9,26.25,123.6,12.71,0.53
Andhra Pradesh,Guntur,Groundnut,Rabi,Clay,107.5,17.0,44.8,38.11,293.8,12.59,0.81
Punjab,Jalandhar,Onion,Kharif,Laterite,661.2,30.2,80.5,28.07,53.5,1.87,12.7
Uttar Pradesh,Agra,Groundnut,Kharif,Red,1316.7,34.0,69.3,24.93,142.9,20.06,1.67
Tamil Nadu,Salem,Tomato,Whole Year,Clay,,29.3,85.8,16.19,130.7,21.14,9.32
Rajasthan,Udaipur,Sugarcane,Rabi,Red,279.3,21.9,46.6,6.26,238.4,3.61,49.13
Bihar,Muzaffarpur,Potato,Kharif,Laterite,904.7,30.3,71.2,0.83,35.8,16.0,20.92
Maharashtra,Nashik,Tur (Arhar),Kharif,Red,1063.8,30.3,86.0,27.19,290.4,15.01,1.23
Maharashtra,Nashik,Cotton,Whole Year,Sandy Loam,637.2,31.2,76.6,44.01,261.9,1.46,2.62
West Bengal,Nadia,Maize,Whole Year,Sandy Loam,774.9,26.3,56.5,21.71,200.7,5.05,4.53
West Bengal,Birbhum,Mustard,Kharif,Laterite,1312.0,33.4,75.5,37.26,46.3,24.48,1.39
Punjab,Jalandhar,Jowar,,Red,560.7,29.9,56.7,42.57,76.2,22.04,0.6
Karnataka,Shimoga,Potato,Rabi,Laterite,341.7,16.7,41.4,11.4,45.5,14.95,7.43
Maharashtra,Ahmednagar,Sugarcane,Zaid,Laterite,188.2,32.5,63.6,4.19,65.3,20.27,22.48
Telangana,Nalgonda,Soybean,Kharif,Red,991.7,29.0,74.7,21.56,297.1,14.1,2.7
Uttar Pradesh,Meerut,Sugarcane,Whole Year,Alluvial,682.9,26.8,63.3,22.88,273.6,18.28,103.38
Telangana,Medak,Sugarcane,Kharif,Clay,573.5,25.6,63.1,36.17,253.9,4.69,67.58
Maharashtra,Nashik,Mustard,Kharif,Clay,85.1,29.0,67.9,15.98,265.2,1.89,1.03
Andhra Pradesh,Kurnool,Rice,Rabi,Alluvial,281.4,20.1,71.9,25.8,291.1,10.5,2.7
Tamil Nadu,Madurai,Maize,Whole Year,Clay,813.8,30.8,53.4,33.01,240.5,10.46,6.89
Punjab,Ludhiana,Chana (Gram),Zaid,Red,148.2,35.4,39.5,29.07,44.3,20.28,0.36
Telangana,Warangal,Jowar,Kharif,Mountain,922.9,25.8,61.6,41.92,158.2,3.86,0.89
Maharashtra,Ahmednagar,Rice,Kharif,Clay,924.4,31.0,72.6,36.83,262.3,4.36,6.71
Maharashtra,Pune,Onion,Zaid,Clay,102.5,36.8,39.5,46.51,253.5,18.23,12.86
Uttar Pradesh,Varanasi,Onion,Kharif,Red,1389.4,32.2,52.2,46.25,53.1,5.37,18.71
Rajasthan,Jodhpur,Maize,Zaid,Red,161.3,36.3,43.9,12.33,188.1,4.02,1.65
Bihar,Darbhanga,Tur (Arhar),Rabi,Clay,372.3,16.4,75.0,13.27,91.4,15.11,0.3
Uttar Pradesh,Allahabad,Onion,Kharif,Clay,840.7,31.9,62.9,46.04,275.6,4.61,18.98
Punjab,Patiala,Mustard,Kharif,Red,1651.2,30.1,83.5,20.85,213.5,19.74,1.72
Karnataka,Mysore,Jowar,Whole Year,Sandy Loam,952.9,29.2,67.5,26.7,266.5,6.92,1.91
Bihar,Patna,Cotton,Kharif,Sandy Loam,559.9,29.4,73.2,44.63,285.5,11.71,2.51
Punjab,Bathinda,Sugarcane,Whole Year,Alluvial,688.0,29.1,63.7,49.86,89.8,16.22,46.92
Madhya Pradesh,Indore,Soybean,Rabi,Alluvial,162.9,17.1,72.4,2.47,223.0,8.12,0.57
Telangana,Nalgonda,Bajra,Zaid,Alluvial,113.7,34.7,51.8,26.87,51.6,17.7,0.46
Maharashtra,Nashik,Maize,Kharif,Black (Regur),619.7,32.3,74.7,33.69,193.2,5.83,3.85
Gujarat,Vadodara,Wheat,Zaid,Sandy Loam,142.3,33.6,31.6,32.5,264.8,14.43,2.0
Rajasthan,Ajmer,Cotton,Kharif,Laterite,1159.9,25.2,78.4,37.09,195.7,2.6,2.96
Karnataka,Belgaum,Groundnut,Rabi,Laterite,383.4,19.5,72.9,4.13,262.0,13.7,0.86
Uttar Pradesh,Varanasi,Mustard,Kharif,Red,1283.5,29.8,67.7,33.1,135.1,14.51,1.83
Karnataka,Dharwad,Jowar,Rabi,Red,390.4,18.8,49.6,29.8,281.5,12.03,0.52
West Bengal,Murshidabad,Maize,Rabi,Laterite,157.7,17.6,56.5,14.52,25.8,12.14,0.94
Andhra Pradesh,Guntur,Potato,Whole Year,Desert (Arid),545.5,31.3,73.1,20.62,137.6,21.35,11.88
Bihar,Muzaffarpur,Chana (Gram),Rabi,Desert (Arid),450.4,18.1,43.7,15.34,65.4,3.52,0.35
Andhra Pradesh,Krishna,Soybean,Zaid,Clay,171.3,38.6,36.0,4.84,156.5,21.25,0.4
Uttar Pradesh,Allahabad,Mustard,Whole Year,Black (Regur),797.6,27.2,69.6,42.5,62.9,7.28,0.8
Maharashtra,Nagpur,Rice,Whole Year,Black (Regur),816.7,27.4,66.8,30.42,69.1,5.16,3.74
Madhya Pradesh,Indore,Soybean,Kharif,Laterite,1010.0,26.5,79.7,11.5,59.4,8.35,1.73
Karnataka,Shimoga,Tur (Arhar),Rabi,Red,290.7,16.9,30.3,24.57,258.8,3.15,0.66
West Bengal,Murshidabad,Mustard,Zaid,Black (Regur),74.7,33.4,52.8,25.1,248.3,21.56,0.79
Uttar Pradesh,Varanasi,Onion,Rabi,Laterite,329.3,18.1,37.6,38.19,169.0,13.25,5.47
Telangana,Warangal,Maize,Zaid,Clay,206.1,38.0,38.6,39.51,248.2,14.75,1.39
Tamil Nadu,Madurai,Wheat,Rabi,Laterite,178.8,19.9,41.3,44.93,135.1,7.48,1.77
Punjab,Amritsar,Tomato,Whole Year,Mountain,609.7,22.1,61.3,20.68,172.3,20.88,18.96
West Bengal,Burdwan,Bajra,Kharif,Mountain,862.4,32.5,61.6,47.45,139.4,18.03,0.67
Andhra Pradesh,East Godavari,Mustard,Whole Year,Clay,376.3,28.5,67.0,31.66,165.8,23.73,0.94
West Bengal,Birbhum,Sugarcane,Whole Year,Clay,434.3,26.0,60.5,23.87,246.9,8.71,68.64
Uttar Pradesh,Agra,Groundnut,Zaid,Red,176.8,35.3,41.9,16.39,294.5,14.51,1.2
Andhra Pradesh,East Godavari,Tomato,Kharif,Clay,885.7,26.1,98.0,22.93,228.9,11.21,33.91
Andhra Pradesh,Guntur,Onion,Whole Year,Clay,549.8,23.3,63.1,11.02,148.2,20.86,17.99
Punjab,Bathinda,Sugarcane,Rabi,Desert (Arid),158.0,16.6,49.6,41.8,218.9,4.05,26.16
Telangana,Nizamabad,Maize,Rabi,Black (Regur),471.1,18.2,36.4,37.33,52.5,12.7,1.16
Punjab,Patiala,Maize,Zaid,Laterite,145.3,37.3,44.6,43.68,76.6,20.12,0.6
Punjab,Amritsar,Maize,Kharif,Laterite,635.7,27.4,78.0,7.82,74.3,1.99,1.08
Andhra Pradesh,Kurnool,Bajra,Zaid,Red,76.2,41.1,54.7,22.22,157.0,14.46,0.54
Karnataka,Belgaum,Tomato,Kharif,Desert (Arid),778.6,30.3,79.0,34.08,226.6,18.99,11.46
Gujarat,Junagadh,Chana (Gram),Zaid,Red,157.5,36.2,54.8,21.6,88.1,20.83,0.35
Telangana,Nalgonda,Bajra,Rabi,Clay,310.4,19.5,52.9,18.21,78.7,17.44,0.32
Karnataka,Shimoga,Rice,Whole Year,Alluvial,523.7,26.7,69.9,17.93,241.2,5.26,5.97
Bihar,Muzaffarpur,Tur (Arhar),Rabi,Mountain,242.1,24.4,51.8,17.57,227.1,20.75,0.42
Punjab,Jalandhar,Potato,Whole Year,Black (Regur),652.3,27.5,63.7,40.62,157.4,1.54,38.72
Telangana,Nalgonda,Tomato,Whole Year,Clay,910.9,23.7,71.5,6.79,72.2,18.97,23.54
Tamil Nadu,Madurai,Sugarcane,Zaid,Sandy Loam,108.0,38.4,46.1,32.32,199.1,11.65,36.96
Andhra Pradesh,Krishna,Mustard,Kharif,Red,1002.5,26.6,62.3,48.1,91.0,7.12,1.61
Uttar Pradesh,Agra,Maize,Kharif,Sandy Loam,1004.7,30.5,80.6,34.29,129.9,13.67,3.96
Punjab,Jalandhar,Rice,Whole Year,Black (Regur),522.8,25.7,64.8,1.11,175.5,15.2,3.53
Rajasthan,Ajmer,Tur (Arhar),Whole Year,Laterite,503.7,23.0,65.1,19.03,241.7,5.23,0.69
Punjab,Bathinda,Jowar,Kharif,Desert (Arid),658.6,32.8,67.2,30.06,66.1,18.17,0.38
Uttar Pradesh,Varanasi,Rice,Kharif,Sandy Loam,313.7,29.4,79.1,11.85,139.9,4.9,1.67
Madhya Pradesh,Ujjain,Onion,Kharif,Mountain,951.4,30.7,81.0,8.76,43.2,1.13,9.22
Uttar Pradesh,Meerut,Soybean,Kharif,Red,978.4,31.6,69.0,1.82,58.7,13.47,0.81
Telangana,Nizamabad,Rice,Zaid,Sandy Loam,145.1,36.5,43.3,19.35,114.2,12.13,1.09
Andhra Pradesh,Krishna,Soybean,Kharif,Red,1003.3,29.2,72.0,31.05,207.3,23.56,2.59
Rajasthan,Udaipur,Bajra,,Black (Regur),210.2,35.0,22.6,11.26,162.8,2.18,0.49
Maharashtra,Pune,Maize,Whole Year,Alluvial,601.3,23.7,60.4,32.23,71.8,9.52,1.77
Bihar,Bhagalpur,Soybean,Kharif,Clay,444.1,28.4,80.4,21.74,136.9,12.48,0.96
Gujarat,Rajkot,Sugarcane,Rabi,Red,421.9,21.2,46.0,1.55,257.8,2.44,36.4
Karnataka,Dharwad,Onion,Kharif,Red,1326.8,25.1,73.4,23.06,89.2,23.14,11.39
Madhya Pradesh,Gwalior,Bajra,Rabi,Mountain,206.7,20.9,54.7,19.38,70.9,18.79,0.34
Karnataka,Mysore,Sugarcane,Zaid,Laterite,153.4,34.8,45.4,6.38,213.0,18.57,37.65
Madhya Pradesh,Ujjain,Tur (Arhar),Whole Year,Alluvial,433.4,23.1,38.1,6.6,253.1,7.99,0.71
Rajasthan,Kota,Maize,Kharif,Clay,1150.3,30.1,60.0,32.79,284.0,20.62,5.12
Uttar Pradesh,Allahabad,Wheat,Whole Year,Mountain,668.8,26.5,72.7,42.05,41.8,23.26,2.1
Telangana,Nizamabad,Rice,Whole Year,Clay,456.1,28.0,82.7,39.52,155.0,18.41,1.42
Uttar Pradesh,Varanasi,Bajra,Whole Year,Sandy Loam,144.1,24.1,51.8,28.12,181.5,22.23,0.95
West Bengal,Burdwan,Wheat,Rabi,Red,520.6,20.6,53.9,30.73,242.4,22.86,2.57
Punjab,Ludhiana,Bajra,Whole Year,Laterite,966.6,30.6,49.6,37.95,109.0,13.66,1.41
Telangana,Medak,Sugarcane,Kharif,Clay,1290.5,30.6,79.6,1.25,169.9,18.28,128.8
Madhya Pradesh,Bhopal,Tur (Arhar),Kharif,Red,809.4,33.5,73.5,12.17,53.2,17.04,0.45
Andhra Pradesh,Guntur,Cotton,Kharif,Red,949.7,32.8,98.0,32.2,282.9,24.79,2.6
Uttar Pradesh,Lucknow,Onion,Kharif,Red,644.1,28.4,76.9,40.32,58.6,4.83,12.1
Andhra Pradesh,Guntur,Maize,Kharif,Sandy Loam,671.0,35.5,57.5,3.27,99.2,11.62,1.29
Tamil Nadu,Thanjavur,Bajra,Kharif,Black (Regur),691.4,28.2,85.7,45.32,194.1,3.89,1.21
Andhra Pradesh,Guntur,Maize,Rabi,Desert (Arid),272.9,14.0,54.3,6.51,242.8,10.61,1.3
Rajasthan,Ajmer,Wheat,Kharif,Black (Regur),969.5,28.8,68.8,7.14,205.8,19.59,5.94
West Bengal,Murshidabad,Bajra,Kharif,Alluvial,459.4,36.0,86.4,2.55,100.6,7.29,0.38
West Bengal,Nadia,Sugarcane,Rabi,Alluvial,392.1,18.8,62.0,31.1,179.7,8.17,42.4
Gujarat,Surat,Groundnut,Kharif,Desert (Arid),589.2,25.0,70.3,8.2,82.2,20.42,0.53
Uttar Pradesh,Meerut,Mustard,Zaid,Black (Regur),128.8,33.5,47.0,33.18,247.1,16.6,0.99
Gujarat,Ahmedabad,Wheat,Kharif,Desert (Arid),721.0,32.1,92.7,48.6,232.6,19.5,3.94
Rajasthan,Udaipur,Jowar,Rabi,Clay,352.9,16.8,41.2,11.51,99.8,4.75,0.26
Telangana,Warangal,Rice,Kharif,Sandy Loam,366.9,30.7,79.7,38.36,273.9,13.38,2.85
Madhya Pradesh,Indore,Maize,Kharif,Desert (Arid),724.8,35.9,77.1,5.95,221.9,5.39,2.1
Gujarat,Vadodara,Potato,Whole Year,Black (Regur),378.0,27.9,58.8,17.21,254.3,2.7,14.51
Punjab,Ludhiana,Wheat,Whole Year,Sandy Loam,501.2,31.3,83.6,32.77,210.9,23.38,3.72
Bihar,Darbhanga,Onion,Kharif,Mountain,990.7,30.1,81.7,14.83,194.5,20.5,19.84
Telangana,Nalgonda,Sugarcane,Whole Year,Alluvial,695.2,26.2,76.9,34.18,149.1,17.09,70.97
Gujarat,Rajkot,Groundnut,Rabi,Red,288.3,15.9,51.5,16.85,82.9,11.24,0.35
Telangana,Nizamabad,Maize,Whole Year,Clay,430.4,28.3,66.0,46.09,263.7,17.68,1.81
Rajasthan,Kota,Potato,Whole Year,Red,301.0,29.9,65.8,33.75,114.7,17.12,11.6
West Bengal,Nadia,Mustard,Zaid,Alluvial,219.8,34.4,57.0,21.37,39.3,15.14,0.5
Karnataka,Shimoga,Cotton,Whole Year,Red,570.5,26.2,62.0,32.11,134.9,21.19,1.29
West Bengal,Murshidabad,Mustard,Zaid,Desert (Arid),120.5,34.6,47.2,2.59,168.9,16.08,0.33
Bihar,Gaya,Jowar,Whole Year,Black (Regur),832.6,25.0,56.6,37.09,64.0,18.15,1.18
Rajasthan,Udaipur,Bajra,Zaid,Sandy Loam,101.0,34.8,25.8,20.32,232.3,19.4,0.68
Madhya Pradesh,Indore,Onion,Rabi,Clay,439.4,19.4,72.7,43.37,84.7,18.84,7.28
Rajasthan,Kota,Rice,Rabi,Alluvial,244.1,19.8,69.2,26.65,239.9,21.47,3.33
Tamil Nadu,Thanjavur,Groundnut,Rabi,Clay,218.6,21.4,54.1,44.84,212.2,11.06,0.87
Gujarat,Surat,Rice,Kharif,Sandy Loam,1030.7,30.9,82.2,32.67,256.2,11.39,4.29
Gujarat,Vadodara,Tur (Arhar),Whole Year,Black (Regur),743.1,28.4,56.6,17.98,20.9,12.24,0.57
Karnataka,Belgaum,Groundnut,Whole Year,Sandy Loam,650.6,23.8,67.2,32.36,165.3,21.77,1.25
Madhya Pradesh,Gwalior,Wheat,Rabi,Desert (Arid),411.5,17.5,47.4,4.96,99.1,10.39,0.69
Punjab,Jalandhar,Mustard,Rabi,Mountain,498.5,15.3,44.7,45.03,130.9,16.24,0.56
Uttar Pradesh,Meerut,Jowar,Zaid,Mountain,199.2,40.0,54.8,38.55,214.3,0.58,0.49
Andhra Pradesh,East Godavari,Onion,Zaid,Sandy Loam,138.9,36.5,53.2,17.2,169.4,5.51,5.1
Madhya Pradesh,Bhopal,Mustard,Kharif,Clay,955.9,31.0,62.7,37.11,234.0,11.02,2.76
Bihar,Gaya,Maize,Zaid,Red,94.8,36.1,36.3,13.57,127.1,4.42,1.46
Uttar Pradesh,Allahabad,Bajra,Zaid,Mountain,69.2,35.3,54.2,29.43,36.9,5.48,0.34
Tamil Nadu,Tirunelveli,Soybean,Rabi,Alluvial,155.3,20.2,63.1,13.97,235.5,24.57,0.9
Rajasthan,Udaipur,Cotton,Whole Year,Mountain,389.4,25.1,65.9,14.58,33.4,21.91,0.69
Rajasthan,Kota,Maize,Kharif,Clay,662.7,24.8,72.2,31.56,284.3,10.14,5.42
Karnataka,Shimoga,Wheat,Zaid,Desert (Arid),178.0,38.0,44.5,3.09,140.1,6.32,1.23
Madhya Pradesh,Indore,Jowar,Rabi,Sandy Loam,350.5,18.2,59.3,31.25,142.5,20.6,0.27
West Bengal,Birbhum,Tomato,Zaid,Clay,96.1,39.9,34.4,1.47,167.3,20.81,8.44
Tamil Nadu,Madurai,Maize,Kharif,Red,1203.1,33.0,70.4,19.83,73.6,0.93,3.43
Madhya Pradesh,Bhopal,Bajra,Whole Year,Laterite,294.3,23.6,70.1,31.57,90.7,14.25,0.38
Andhra Pradesh,West Godavari,Maize,Kharif,Clay,227.2,31.8,80.3,43.37,235.0,17.73,2.09
Uttar Pradesh,Varanasi,Jowar,Rabi,Alluvial,205.6,19.0,68.3,7.28,23.5,6.7,0.21
Maharashtra,Pune,Chana (Gram),Zaid,Clay,74.2,39.6,55.0,14.92,107.5,13.8,0.22
West Bengal,Hooghly,Onion,Kharif,Clay,902.9,30.9,57.6,20.44,145.4,23.94,21.75
Karnataka,Dharwad,Tomato,Kharif,Clay,904.4,28.3,87.3,15.69,209.2,13.73,45.85
